,name,origin,rating,roaster,aroma,acid,body,flavor,aftertaste,desc_1,desc_2,desc_3,label
760,Latte Espresso,Brazil; Guatemala,83,"Nongfu Spring Co., Ltd.",7.0,0.0,6.0,7.0,6.0,"Evaluated as espresso. Cocoa and smoke-toned. Cocoa powder, scorched fir, vanilla extract, roasted hazelnut, prune in aroma and small cup. Thin mouthfeel; smoky, cocoa-toned finish. Richly bittersweet in three parts milk, with cocoa and smoky aromatic wood tones.","An espresso blend comprised of coffees from Brazil and Guatemala. Nongfu Spring Co., Ltd. is a quality-focused coffee roaster based in Hangzhou, China. Visit www.nongfushanquan.world.tmall.com for more information.","A rustic, smoky, and cocoa-toned espresso blend, best in cappuccino-scaled milk.","7.0,0.0,6.0,7.0,6.0"
761,Blend Espresso,Brazil; Ethiopia,85,"Nongfu Spring Co., Ltd.",7.0,0.0,7.0,7.0,7.0,"Evaluated as espresso. Sweetly tart, smoky. Carob, scorched mesquite, musky lily, raisin in aroma and small cup. Lean but silky mouthfeel; hints of musk and carob carry into sweet though drying finish. A crisply dry carob dominates in three parts milk.","An espresso blend comprised of coffees from Brazil and Ethiopia. Nongfu Spring Co., Ltd. is a quality-focused coffee roaster based in Hangzhou, China. Visit www.nongfushanquan.world.tmall.com for more information.","An accessible, bittersweet espresso blend with notes of vanilla and scorched aromatic wood.","7.0,0.0,7.0,7.0,7.0"
762,Ethiopia Sidamo,"Sidamo (also Sidama) growing region, southern Ethiopia",92,Larry's Coffee,9.0,8.0,8.0,9.0,8.0,"Richly sweet, roast-rounded. Dark chocolate, gardenia, gently scorched cedar, red plum, hazelnut in aroma and cup. Sweet structure with little discernible acidity; full, creamy mouthfeel. A chocolate-driven finish is supported by notes dark chocolate, gardenia and hazelnut.","This coffee tied for the second-highest rating in a cupping of single-origin coffees available in U.S. supermarkets for Coffee Review’s February 2020 report. USDA-certified organic. Purchased at a Whole Foods Market in Winston-Salem, North Carolina. Processed by the washed method (fruit skin and pulp are removed before drying). Larry’s Coffee sources only organic, fair trade-certified, shade-grown coffees and is a certified B-corp. Visit www.larryscoffee.com for more information.",A washed Sidamo cup with a developed roast profile that  amplifies chocolate and floral notes; deeply and richly sweet throughout.,"9.0,8.0,8.0,9.0,8.0"
764,Kenya Zuri,Kenya,90,Allegro Coffee Roasters,8.0,8.0,8.0,9.0,7.0,"Deep, sweet, chocolaty. Chocolate fudge, black cherry, fresh-cut fir, hibiscus blossom, brown sugar in aroma and small cup. Sweet-tart structure with crisp, apple-like acidity; velvety-smooth mouthfeel. Gently drying finish with a chocolate throughline and fir undertones.","This coffee tied for the fourth-highest rating in a cupping of single-origin coffees available in U.S. supermarkets for Coffee Review’s February 2020 report. Purchased at a Whole Foods Market in Berkeley, California. Processed by the washed method (fruit skin and pulp are removed before drying). Allegro Coffee, a subsidiary of Whole Foods Market, offers one of the country’s largest selections of single-origin coffees. Visit www.allegrocoffee.com or call 800-227-1107 for more information.","A straightforward, accessible Kenya cup with big chocolate notes as a throughline.","8.0,8.0,8.0,9.0,7.0"
765,Guatemala Dark Roast FTO,"Sololá, Guatemala",90,Cafe Femenino,8.0,7.0,9.0,9.0,7.0,"Sweetly roast-framed, cocoa-toned. Cocoa powder, dried date, gently scorched oak, lily, cashew in aroma and cup. Bittersweet structure with little perceptible acidity; full, velvety mouthfeel. Cocoa-driven finish with undertones of date and scorched oak.","This coffee tied for the fourth-highest rating in a cupping of single-origin coffees available in U.S. supermarkets for Coffee Review’s February 2020 report. Purchased at a Whole Foods Market in Winston-Salem, North Carolina. Produced by members of the women-owned and operated Nahualá Cooperative and certified USDA organic and fair trade. Café Femenino was conceived in 2003 by Isabel Uriarte Latorre and her husband, Victor Rojas Diaz, with the mission of paying women directly for the coffee they produce in order to bring them economic and social equality. Visit CafeFemeninoCoffee.com for more information.",A darker-roasted Guatemala coffee that highlights pleasing cocoa and dried fruit notes.,"8.0,7.0,9.0,9.0,7.0"
766,Honduras Atanacio Nolasco,"Santa Elena, La Paz, Honduras",90,3-19 Coffee,8.0,8.0,8.0,8.0,8.0,"Crisp, sweetly nut-toned. Hazelnut, red apple, cocoa nib, pink peppercorn, fresh-cut fir in aroma and cup. Sweet-toned structure with crisp, gentle acidity; full, satiny mouthfeel. Finish consolidates to hazelnut and fir with a hint of red apple.","This coffee tied for the fourth-highest rating in a cupping of single-origin coffees available in U.S. supermarkets for Coffee Review’s February 2020 report. Purchased at a Whole Foods Market in Berkeley, California. Produced by Atanacio Nolasco of El Tucan farm, entirely of the Catuaí variety of Arabica, and processed by the washed method (fruit skin and pulp is removed before drying). 3-19 Coffee was founded in San Francisco and operates a café in Cleveland, Ohio. Visit www.319coffee.com for more information.","A pleasing, balanced Honduras cup with pretty nut tones throughout.","8.0,8.0,8.0,8.0,8.0"
768,Sidamo Suke Quto,"Sidamo (also Sidama) growing region, southern Ethiopia",90,Signature Reserve,8.0,8.0,8.0,9.0,7.0,"Cocoa- and citrus-toned. Orange zest, cocoa powder, magnolia, almond, oak in aroma and cup. Sweet-tart structure with brisk acidity; full, satiny mouthfeel. Wood-framed finish with supporting notes of orange zest and cocoa powder.","This coffee tied for the fourth-highest rating in a cupping of single-origin coffees available in U.S. supermarkets for Coffee Review’s February 2020 report. Purchased at a Safeway supermarket in Alameda, California. Processed by the washed method (fruit skin and pulp are removed before drying). Roasted and packaged by Better Living Brands for Safeway, a subsidiary of Albertsons (based in Boise, Idaho). Visit www.safeway.com for more information.",A medium-roasted Ethiopia cup with pleasing cocoa and citrus notes throughout; wood-centered in the finish.,"8.0,8.0,8.0,9.0,7.0"
769,Guatemala (from bulk bin),Guatemala,89,Cameron’s Coffee,8.0,7.0,8.0,9.0,7.0,"Balanced, sweet-toned. Baking chocolate, almond, date, molasses, magnolia in aroma and cup. Bittersweet structure with little perceptible acidity; satiny-smooth mouthfeel. A rather muted finish centers around almond and baking chocolate. ","This coffee was tested as part of a survey of single-origin coffees available in U.S. supermarkets for Coffee Review’s February 2020 report. Purchased at a Woodman’s Market in Madison, Wisconsin. Cameron’s Coffee, based in Shakopee, Minnesota, specializes in single-origin specialty coffees and blends designed for the home consumer. Visit www.cameronscoffee.com for more information.",A good-value darker roasted Guatemala driven by quiet chocolate and nut notes.,"8.0,7.0,8.0,9.0,7.0"
772,100% Guatemalan,Guatemala,87,Hill's Bros. Coffee,8.0,7.0,7.0,8.0,7.0,"Sweetly nut-toned, roasty. Hazelnut, baking chocolate, gently scorched cedar, gardenia, prune in aroma and cup. Bittersweet structure with barely perceptible acidity; thinnish mouthfeel. The finish consolidates to hazelnut and scorched cedar with a hint of baking chocolate.","This coffee was tested as part of a survey of single-origin coffees available in U.S. supermarkets for Coffee Review’s February 2020 report. Purchased at a Woodman’s Market in Madison, Wisconsin. Processed by the washed method (fruit skin and pulp are removed before drying). Hills Bros. Coffee is a San Francisco-based brand founded in 1900. Visit www.hillsbros.com for more information.",A sweet though muted Guatemala cup: roasty cocoa and nut.,"8.0,7.0,7.0,8.0,7.0"
773,Sumatra Dark,"Sumatra, Indonesia",87,Starbucks Coffee,7.0,7.0,8.0,8.0,7.0,"Roast-dominant, smoky-sweet. Dark chocolate, burned mesquite, lily, prune, fresh earth in aroma and cup. Bittersweet structure with barely perceptible acidity; heavy, smooth mouthfeel. Persistent dark chocolate notes lift a rather bitter, earthy finish.","This coffee was tested as part of a survey of single-origin coffees available in U.S. supermarkets for Coffee Review’s February 2020 report. Purchased at a Publix supermarket in Winston-Salem, North Carolina. Coffees from the northern part of the Indonesian island of Sumatra are admired for their complex earth, fruit and aromatic wood notes that result largely from unorthodox fruit removal and drying practices. Visit www.starbucks.com for more information.","A good choice for those who like classic dark-roasted Sumatras: earthy-sweet, smoky chocolate.","7.0,7.0,8.0,8.0,7.0"
775,Panama Hacienda La Esmeralda Geisha Natural Special Auction ES-N-2,"Boquete, Panama",94,Euphora Coffee,9.0,9.0,9.0,9.0,8.0,"Crisply sweet, fruit- and floral toned. Nectarine, jasmine, cocoa nib, sandalwood, maple syrup in aroma and cup. Sweetly tart structure with juicy, lively acidity; crisp, silky mouthfeel. Resonant finish centered around nectarine and cocoa nib.","Coffee from trees of the botanical variety Geisha (also Gesha) grown on Price Peterson’s Hacienda La Esmeralda in Panama first introduced this extraordinary variety of Arabica to the world. With its bold, boat-shaped beans and distinctive floral and crisply cacao-toned cup, the Gesha continues one of the world’s most unique coffees, and the Esmeralda versions remain among the most authentic. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Euphora Coffee is a Taipei-based specialty coffee roaster with an active online community through which all sales are made. Visit www.euphoracoffeestudio.com for more information.","An elegant, subtle coffee with leading notes of stonefruit and cocoa nib and especially lively acidity.","9.0,9.0,9.0,9.0,8.0"
776,Lian House Blend Espresso,Peru; Colombia; Guatemala; Ecuador; Ethiopia; Brazil,90,Creation Food Co.,8.0,0.0,8.0,8.0,8.0,"Evaluated as espresso. Sweetly nut-toned, chocolaty, a bit smoky. Hazelnut, dark chocolate, scorched mesquite, raisin, gardenia in aroma and small cup. Satiny-smooth mouthfeel; bittersweet, smoky finish. In three parts milk, chocolate and gardenia notes are amplified and wood and nut tones recede to the backdrop.","A blend of coffees from Peru, Colombia, Guatemala, Ecuador, Ethiopia and Brazil. Creation Food Co. is a food service company with a specialty coffee division. It operates one of the few large-scale coffee production facilities in Taiwan. Visit www.creation.com.tw or call 0800-020-368 for more information.","A roast-prominent, chocolaty, sweetly nutty espresso blend with deep, subtle smoke tones throughout.","8.0,0.0,8.0,8.0,8.0"
777,Ethiopia Guji Uraga Wolisho Natural,"Guji Zone, Oromia region, southern Ethiopia",91,Euphora Coffee,8.0,8.0,9.0,8.0,8.0,"Balanced, rich-toned. Pomegranate, baking chocolate, cedar, freesia, almond in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. Wood-framed finish supported by notes of pomegranate and freesia.","Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Euphora Coffee is a Taipei-based specialty coffee roaster with an active online community through which all sales are made. Visit www.euphoracoffeestudio.com for more information.","A balanced, straightforward natural-process Ethiopia cup: sweetly tart, chocolaty, with a hint of spicy florals throughout.","8.0,8.0,9.0,8.0,8.0"
778,Lian House Blend,Peru; Colombia; Guatemala; Ecuador; Ethiopia; Brazil,90,Creation Food Co.,8.0,8.0,8.0,8.0,8.0,"Richly sweet, cocoa-toned. Cocoa powder, Brazil nut, magnolia, date, cedar in aroma and cup. Bittersweet structure with round, gentle acidity; velvety mouthfeel. Finish consolidates to cocoa-toned Brazil nut and date.","A blend of coffees from Peru, Colombia, Guatemala, Ecuador, Ethiopia and Brazil. Creation Food Co. is a food service company with a specialty coffee division. It operates one of the few large-scale coffee production facilities in Taiwan. Visit www.creation.com.tw or call 0800-020-368 for more information.","An accessible, sweet-toned blend with gentle fruit and floral notes and nut and aromatic wood undertones.","8.0,8.0,8.0,8.0,8.0"
779,Guatemala Maragogype La Providencia,"Huehuetenango, Guatemala",93,Bird Rock Coffee Roasters,9.0,9.0,8.0,9.0,8.0,"Richly sweet-tart, floral-toned. Pomegranate, wisteria, maple syrup, pink grapefruit zest, cocoa nib in aroma and cup. Tart-leaning structure with juicy, buoyant acidity; crisp, satiny mouthfeel. Sweetly tart in the short finish with pomegranate and pink grapefruit; cocoa nib and wisteria resurface in the long.","Produced by Max Ariel Palacios Villatoro of La Providencia farm, entirely of the rare, huge-beaned Maragogype variety of Arabica. Processed by the washed method (fruit skin and pulp are removed before drying). Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.","A striking cup from this rare variety: sweet, tart, rich, deep, and floral through and through.","9.0,9.0,8.0,9.0,8.0"
780,El Salvador Finca El Cerro Natural,"Apaneca-Ilamatepec Mountain Range, El Salvador",94,Red Rooster Coffee Roaster,9.0,9.0,9.0,9.0,8.0,"High-toned, crisply sweet-tart. Strawberry, tangerine zest, cocoa nib, jasmine, cedar in aroma and cup. Sweetly tart structure with juicy, citrus-like acidity; viscous, buoyant mouthfeel. The finish centers around notes of strawberry and cocoa nib with undertones of tangerine zest.","Produced by Don Atilio Zepeda of Finca El Cerro entirely of the Pacamara variety of Arabica. The Pacamara is a big-beaned hybrid of the Bourbon-related Pacas and the huge-beaned Maragogipe, itself a mutant of the ancient Typica variety. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.","A resonantly fruit-forward, cocoa-toned natural-processed Pacamara cup, with high-toned florals and richly bittersweet citrus notes throughout.","9.0,9.0,9.0,9.0,8.0"
781,Halo Hartume Espresso,"Gedeb District, Gedeo Zone, Ethiopia",94,JBC Coffee Roasters,9.0,0.0,9.0,9.0,8.0,"Evaluated as espresso. Complex, richly sweet-savory. Jasmine, dark chocolate, cannabis flower, almond paste, tamarind in aroma and small cup. Viscous, syrupy body; long, richly drying, flavor-saturated mouthfeel. In cappuccino-scaled milk, floral and savory notes (jasmine, cannabis) play harmoniously, supported by dark chocolate.",Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. This lot was processed by the wet or washed method (fruit skin and pulp are removed before drying). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.,"A confident single-origin espresso, savory-leaning, with rich florality and dark chocolate notes resonating throughout the cup and in three parts milk.","9.0,0.0,9.0,9.0,8.0"
782,Tanzania AA Karatu Estate,"Karatu, Tanzania",93,Jackrabbit Java,9.0,9.0,8.0,9.0,8.0,"Rich-toned, deeply sweet-savory. Tamarind, freesia, candycap mushroom, cedar, agave syrup in aroma and cup. Savory-sweet structure with juicy, vibrant acidity; smooth, satiny mouthfeel. The resonant finish centers on notes of tamarind and freesia with savory undertones suggesting candy cap mushroom.","Processed by the washed method (fruit skin and pulp are removed before drying).  Jackrabbit Java selects the finest coffees from around the world and roasts them in Thermopolis, Wyoming’s mountain air. All Jackrabbit Java coffees are specialty-grade and roasted to order. Visit www.jackrabbitjava.com for more information."," An impeccably balanced, nuanced Tanzania cup that is an extraordinary value at $12 for 12 ounces.","9.0,9.0,8.0,9.0,8.0"
783,Ethiopia Yetagesu Bulebula,"Yirgacheffe growing region, south-central Ethiopia",93,Revel Coffee,9.0,9.0,8.0,9.0,8.0,"Bright, vibrant, sweetly tart. Apricot, pink grapefruit zest, jasmine, oak, cocoa nib in aroma and cup. High-toned, sweet-tart in structure with juicy acidity; satiny mouthfeel. The crisp, long finish leads with notes of apricot and grapefruit supported by cocoa nib.","Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. Processed by the washed method (fruit skin and pulp are removed before drying). Revel Coffee is a micro-roaster located in Billings, Montana. Its motto: “Quality is paramount – a difference you can revel in.” Visit www.revelcoffee.com or call 406-534-9621 for more information.","A classic washed Yirgacheffe cup: bright, lively, redolent of stone fruit, citrus zest and cocoa.","9.0,9.0,8.0,9.0,8.0"
784,Ethiopia Guji Darii Kojowa Grade 1,"Guji Zone, Oromia region, southern Ethiopia",92,Cloud City Coffee,9.0,8.0,8.0,9.0,8.0,"Richly fruit-centered, deeply sweet. Dried blueberry, magnolia, cashew, cedar, baking chocolate in aroma and cup. Sweet in structure with gentle, round acidity; full, velvety mouthfeel. A fruit-toned finish that leads with blueberry and magnolia in the short, cedar in the long, and baking chocolate throughout.",Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Cloud City Coffee is a specialty roaster and coffee shop founded in 2002 by roaster Jill Killen. Visit www.cloudcitycoffeeroasting.com.,"An inviting, rich-toned natural-processed Ethiopia cup with clear blueberry and chocolate notes and gentle acidity.","9.0,8.0,8.0,9.0,8.0"
785,Kenya Kevota Makengi,Central Kenya,92,Temple Coffee Roasters,8.0,8.0,9.0,9.0,8.0,"Pungent, sweet-savory, big-bodied. Grapefruit, dark chocolate, cedar, sarsaparilla, ginger blossom in aroma and cup. Sweetly brisk in structure; full, velvety mouthfeel. Flavor consolidates in a simple but richly resonant finish.","Produced by members of the Kirurumwe Farmers Cooperative Society and processed by the traditional Kenya washed method involving a second water soak before drying. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.","A robust, hearty Kenya, driven by sweet-pungent grapefruit and cedar, softened by dark chocolate suggestions.","8.0,8.0,9.0,9.0,8.0"
787,H Coffee Blend D02,Ethiopia; Colombia; Guatemala; Brazil ,93,"Kunshan Kokei co., LTD",9.0,9.0,8.0,9.0,8.0,"High-toned, crisply sweet-tart. Apricot, grapefruit zest, citrus blossom, oak, maple syrup in aroma and cup. Sweetly tart structure with bright acidity; silky-smooth mouthfeel. The citrus-toned finish is supported by oaky wood notes.","A blend of coffees from Ethiopia, Colombia, Guatemala and Brazil. Roasted by Shunda Food, a Shanghai-based food and beverage manufacturer with a commitment to specialty coffee. Visit http://www.shundafood.com/index_en.html for more information.","A bright, balanced blend driven by stone fruit and citrus with a floral throughline.","9.0,9.0,8.0,9.0,8.0"
788,H Coffee Blend F03,Guatemala; Colombia; Brazil,91,"Kunshan Kokei co., LTD",8.0,8.0,8.0,9.0,8.0,"Sweet, deeply nut-toned. Hazelnut, baking chocolate, red apple, fresh-cut fir, brown sugar in aroma and cup. Sweet-toned structure with brisk acidity; crispy, satiny mouthfeel. Finish consolidates to hazelnut and baking chocolate with undertones of fresh-cut fir.","A blend of coffees from Guatemala, Colombia and Brazil. Roasted by Shunda Food, a Shanghai-based food and beverage manufacturer with a commitment to specialty coffee. Visit http://www.shundafood.com/index_en.html for more information.",An accessible blend: sweet and nutty with pleasant cocoa tones throughout.,"8.0,8.0,8.0,9.0,8.0"
789,Le Roi Espresso,Brazil; Costa Rica; Zambia; Java; Rwanda,90,Vascobelo,8.0,0.0,8.0,8.0,8.0,"Evaluated as espresso. Sweetly and roundly brisk. Blood orange, baking chocolate, walnut, cedar, a hint of sweet, wisteria-like flowers in aroma and small cup. Velvety mouthfeel; chocolate and the floral hint come forward in a balanced finish. In three parts milk, a cedary chocolate pleasingly dominates.","Vascobelo is an Antwerp, Belgium-based coffee roaster with cafes and kiosks in both Belgium and the Netherlands that also retails its coffees on the website www.vascobelo.be. ","A quietly balanced espresso: crisp, sweet, driven by dry chocolate and bittersweet orange.","8.0,0.0,8.0,8.0,8.0"
790,Ethiopia Sidama Anaerobic,"Sidama (also Sidamo) region, Ethiopia",94,Paradise Roasters,9.0,9.0,9.0,9.0,8.0,"Sweet, soft, gently tart-pungent. Buttery dark chocolate, cashew butter, lemon drop, date, orange blossom in aroma and cup. Balanced and roundly complete in taste structure; syrupy but buoyant in mouthfeel. Chocolate and lemon in particular persist in a deep, lasting finish.","Processed by the anaerobic method, which in this case means that the pulped or skinned coffee was fermented in a sealed, oxygen-evacuated tank for 36 hours before drying. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","A quietly original, resonant cup, exquisitely balanced and complete.","9.0,9.0,9.0,9.0,8.0"
791,Kenya Kiri Peaberry,"Ngiriambu District, Kenya",94,Bird Rock Coffee Roasters,9.0,9.0,9.0,9.0,8.0,"Nuanced, richly sweet, spice-toned. Mulberry, baking spices, hop flowers, toffee, cedar in aroma and small cup. Sweet-savory structure with juicy, vibrant acidity; lush, syrupy mouthfeel. The finish is long and resonant, centered around toffee and baking spices.",Produced by the Kabare Farmers Cooperative from trees of the admired SL28 and SL34 varieties of Arabica. Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.,"A deeply rich, big-bodied Kenya cup foregrounding spice notes, berries and bittersweet florals.","9.0,9.0,9.0,9.0,8.0"
792,Kenya Nyeri AA Ichuga,"Nyeri growing region, south-central Kenya",92,Jackrabbit Java,9.0,8.0,8.0,9.0,8.0,"Rich-toned, chocolaty. Dark chocolate, red currant, freesia, clove, molasses in aroma and cup. Sweet structure with gentle, round acidity; full, satiny mouthfeel. A quiet finish leads with chocolate and magnolia notes in the short, clove and molasses in a gently drying long.","Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Jackrabbit Java selects the finest coffees from around the world and roasts them in Thermopolis, Wyoming’s mountain air. All Jackrabbit Java coffees are specialty-grade and roasted to order. Visit www.jackrabbitjava.com for more information.","A solid Kenya cup: chocolaty, spice-toned, deeply sweet.","9.0,8.0,8.0,9.0,8.0"
793,Wolde Hirbe Natural Espresso,"Gedeo Zone, southern Ethiopia",92,JBC Coffee Roasters,8.0,0.0,8.0,9.0,8.0,"Evaluated as espresso. Crisply sweet, floral-toned. Molasses, plumeria, fir, date, orange zest in aroma and small cup. Full, creamy body; deeply sweet floral- and citrus-toned finish. In three parts milk, the molasses notes are amplified, as are plumeria and fir.","Coffees like this one from southern Ethiopia are produced from distinctive, largely indigenous Ethiopian varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A pleasingly balanced natural-process Ethiopia roasted for espresso, with tropical flowers and citrus zest as primary notes, supported by a molasses-like sweetness.","8.0,0.0,8.0,9.0,8.0"
794,Hacienda La Esmeralda Geisha Panama,"Boquete growing region, western Panama",91,Jackrabbit Java,8.0,8.0,8.0,9.0,8.0,"Delicate, crisply sweet-tart. Mango, cedar, cocoa nib, sugar cane, a hint of honeysuckle in aroma and cup. Sweet in structure with crisp, citrusy acidity; lightly silky mouthfeel. Martini-like finish, very crisp and dry.","Coffee from trees of the botanical variety Geisha (also Gesha) grown on Price Peterson’s Hacienda La Esmeralda in Panama first introduced this extraordinary variety of Arabica to the world. This is a wet-processed or “washed” version, meaning the fruit skin and pulp were removed from the beans immediately after harvesting but before drying. Jackrabbit Java selects the finest coffees from around the world and roasts them in Thermopolis, Wyoming’s mountain air. All Jackrabbit Java coffees are specialty-grade and roasted to order. Visit www.jackrabbitjava.com for more information.",An accessible Geisha cup characterized by tropical fruit and cocoa notes throughout with intimations of honey-like florals.,"8.0,8.0,8.0,9.0,8.0"
795,San Sebastian Colombia,"Huila Department, southwestern Colombia",92,JBC Coffee Roasters,8.0,8.0,9.0,9.0,8.0,"Soft, deep, crisply chocolaty. Baking chocolate, pistachio, black cherry, candied pecan, a hint of black peppercorn in aroma and cup. Roundly sweet-savory in structure; full, syrupy mouthfeel. Pecan in particular carries into a quiet, layered finish.","Produced by small-holding farmers with the support of Caravela Coffee, an innovating exporter-importer working in eight Latin-American countries. Processed by the wet or washed method (fruit skin and pulp are removed before drying). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",A big-bodied Colombia driven by crisp chocolate and nut intrigue rounded by cherryish fruit.,"8.0,8.0,9.0,9.0,8.0"
796,La Coipa Peru,"Cajamarca growing region, Peru",90,JBC Coffee Roasters,8.0,8.0,8.0,8.0,8.0,"Rich, roundly bittersweet. Nutmeg, peach, caramel, spicy chocolate, carnation-like flowers in aroma and cup. Balanced and crisp in structure; buoyant and lightly satiny in mouthfeel. Sweet and flavor-saturated in the short finish, tapering to richly drying in the long.",Produced by Eulogia Carrillo Julca on her 7.5-acre farm located near the community of San Ignacio in the admired Cajamarca region of Peru. Meticulously processed by the wet or washed method (fruit skin and pulp are removed before drying). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.,"A richly expressed, crisply bittersweet microlot from a tiny, woman-owned and operated farm in Peru.","8.0,8.0,8.0,8.0,8.0"
797,Ethiopia Violent Andromeda Natural,"Gedeb District, Gedeo Zone, southern Ethiopia",94,Quartet Kaffe,9.0,9.0,9.0,9.0,8.0,"Richly, sweetly tart, deeply chocolaty. Dark chocolate fudge, grape candy, sandalwood, violet, magnolia in aroma and cup. Tartly sweet structure with vibrant, juicy acidity; creamy, plush mouthfeel. The long, resonant finish centers on grape candy and chocolate fudge, with a backgrounded sandalwood.","Southern Ethiopia coffees like this one are largely produced from indigenous Ethiopian varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Quartet Kaffe is an artisan roastery in Taiwan founded in 2018, dedicated to pursuing coffee performance art and offering unique speciality coffee. Visit www.facebook.com/QuartetKaffe for more information.","A fruit- and chocolate- bomb of a coffee, dessert-like with its rich-toned, candy-like sweetness.","9.0,9.0,9.0,9.0,8.0"
798,Kenya Nyeri Yerihar AA Lot 1901 Espresso,"Nyeri growing region, south-central Kenya",95,Kakalove Cafe,9.0,0.0,9.0,9.0,9.0,"Evaluated as espresso. Rich-toned, deeply sweet-savory. Black currant, dark chocolate, cedar, tamarind, freesia in aroma and small cup. Lively, syrupy mouthfeel; the resonant finish centers around tamarind, dark chocolate and cedar. Balanced and flavor-saturated in three parts milk; dark chocolate and freesia notes particularly amplified. ","Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","A classic Kenya espresso: juicy, deep, driven by florals, fruit and chocolate. Invitingly intense in cappuccino-scaled milk.","9.0,0.0,9.0,9.0,9.0"
799,Costa Rica Aris Red Honey Lot 1901 Espresso,Costa Rica,95,Kakalove Cafe,9.0,0.0,9.0,9.0,9.0,"Evaluated as espresso. Delicate, floral-and fruit-toned. Wisteria, dried apricot, sandalwood, almond brittle, molasses in aroma and small cup. Full, syrupy mouthfeel; delicate, long finish. Wisteria and apricot notes sing in three parts milk, balanced by deep almond brittle and molasses with undertones of sandalwood.","Processed by the red honey method, meaning that some fruit flesh or “honey” was allowed to adhere to the beans during drying. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","A nuanced, multi-layered red honey coffee from Costa Rica, deftly roasted for espresso bringing the floral and fruit notes forward.","9.0,0.0,9.0,9.0,9.0"
